1. K.I.  [カーナビ神]    [スターダスト@岡山県@中国] Score: 1573000000 
806. rikuoh-M  [M.S.S.Phantom God]    [ユーズランド東浦店@愛知県@東海] Score: 1118209747 
807. AXue  [GROOVER]    [TOM'S(TAIPEI JINWANNIAN)@Taiwan@海外] Score: 1117875549 
808. *SHEEP*  [十二宗家]    [タイトーステーション浜松店@静岡県@東海] Score: 1117492211 
809. NAO(*_*)  [リズム感の神]    [タイトーＦＳセントポルタ大分店@大分県@九州] Score: 1117366380 
810. zaki/  [Bright God]    [タイトー横浜西口五番街店@神奈川県@関東] Score: 1117096378 
811. ELEMENT!  [railgun god]    [AMAZONE(ARTHA GADING)@Indonesia@海外] Score: 1116824804 
812. Keturin@  [壁をすり抜けられる程度の女王]    [ジーフラット姫路東駅前店@兵庫県@近畿] Score: 1116558049 
813. ishimine  [STORM CAUSER]    [セガワールド高山@岐阜県@東海] Score: 1116278332 
814. +_RM13_  [GENESYS]    [RED HAT ELEPHANT(JHONGLI SOGO)@Taiwan@海外] Score: 1115659037 
815. mow*2  [Are you ready?]    [FUN IT(GURO)@Korea@海外] Score: 1114779736 
816. TENTAI2  [天体観測神]    [セガワールド八戸Ｒ４５@青森県@東北] Score: 1114432261 
817. Lilium.L  [うー！がぉー！]    [アムネット五反田店@東京都@関東] Score: 1112546830 
818. NAZO-J.I  [G.T.]    [キャッツアイ清田店@北海道@北海道] Score: 1111551472 
819. CANBIN  [magnet master]    [Ｈｅｙ@東京都@関東] Score: 1111369381 
820. Foxy  [God noir forever.]    [タイトーあべのアポロ店@大阪府@近畿] Score: 1111330319 
821. eden!  [吉備団子]    [ユーズランド倉敷店@岡山県@中国] Score: 1110625075 
822. 273  [村人A]    [セガワールド大森@東京都@関東] Score: 1110412679 
823. Taku_N.  [GROOVER]    [セガ安城@愛知県@東海] Score: 1109764510 
824. SSS  [我が駆るは、天翔る鉄騎兵]    [ゲームランド松山@長崎県@九州] Score: 1108880474 
825. ToshiEXE  [クリスタライズ先生]    [タイトーアミュプラザおおいた店@大分県@九州] Score: 1108654052 
826. Fyei  [完璧系女子]    [セガ秋葉原@東京都@関東] Score: 1108379417 
827. +HiRO+  [狂乱を、味わえ]    [タイトーステーション大宮店@埼玉県@関東] Score: 1108036527 
828. sousetsu  [議論神]    [ラウンドワン仙台苦竹店@宮城県@東北] Score: 1107566325 
829. Miso  [そーなのかー]    [タイトー溝の口２号店@神奈川県@関東] Score: 1107162455 
830. zinchan  [天馬と奏でる音楽家]    [ＡＧスクエア石岡店@茨城県@関東] Score: 1106220911 
831. NAKAHITO  [変なTシャツヤロー]    [ラウンドワンモレラ岐阜店@岐阜県@東海] Score: 1105827042 
832. igohs88  [God a pain cover?]    [ｎａｍｃｏ王子サンスクエア店@東京都@関東] Score: 1105423427 
833. Admit???  [店内F CLASS]    [GAME TOPIA@Korea@海外] Score: 1103243472 
834. FeeT  [超シューティング神]    [ＮＥＸＴ．ＯＮＥ米沢店@山形県@東北] Score: 1103009311 
835. AZKKR  [No friend god]    [タイトーステーション町田店@東京都@関東] Score: 1102163216 
836. PLeiaDes  [Future Coaster God]    [タイトーあべのアポロ店@大阪府@近畿] Score: 1101684447 
837. MATCHAN  [GROOVER]    [ラウンドワン川崎大師店@神奈川県@関東] Score: 1099542814 
838. 39COSAV  [S+級長ネギ]    [ジーカム和白@福岡県@九州] Score: 1098559555 
839. BOLUX  [Get down everybody!]    [キャッツアイ手稲店@北海道@北海道] Score: 1097584449 
840. Remilia  [THE BLUE GOD]    [アピナ鶴岡店@山形県@東北] Score: 1096834420 
841. Yufuwin  [ピュアスマイル]    [トライセン中津店@大分県@九州] Score: 1096346243 
842. HALKEN  [I love 燦]    [ESLITE WUCHANG@Taiwan@海外] Score: 1095440304 
843. Retoree  [conflict god]    [アドアーズ船橋@千葉県@関東] Score: 1095077874 
844. RBA@7777  [永遠の魔法少女未満]    [キャロム大宮店@埼玉県@関東] Score: 1094451343 
845. ++CaL+/  [Ｓ＋級からあげ]    [ｎａｍｃｏ札幌エスタ店@北海道@北海道] Score: 1094064940 
846. banal  [ニャスニャス！]    [上越レジャーランボウル@新潟県@信越] Score: 1093776942 
847. Gemma  [JUPITER]    [ユーファクトリー安城店@愛知県@東海] Score: 1093650757 
848. LEGACY  [WARNING!!]    [ゲームパニックつくば@茨城県@関東] Score: 1092713188 
849. Chocola  [バーニングフォースゴッド]    [タイトーステーション町田店@東京都@関東] Score: 1092601234 
850. Mo  [噂の美少女探偵]    [ラウンドワンアリオ柏店@千葉県@関東] Score: 1092247490 
851. SAY-YEAH  [ジルバラードのエンジェル]    [タイトー新宿南口ゲームワールド@東京都@関東] Score: 1092247128 
852. csmS2000  [Burst GOD]    [セガワールド福生@東京都@関東] Score: 1091718381 
853. VIRGO  [BIG STAR]    [ドリームファクトリーいわき店@福島県@東北] Score: 1091671466 
854. T-s.1225  [世界の歌姫]    [COBAY MINES@Malaysia@海外] Score: 1091518793 
855. APO  [てくてくゴッド]    [タイトーステーション池袋西口店@東京都@関東] Score: 1091150531 
856. SoLA  [GROOVER]    [ＧＲＥＡ@愛知県@東海] Score: 1089714136 
857. pns  [FEVER! FEVER! FEVER!]    [タイトーステーション上野アメ横@東京都@関東] Score: 1089567294 
858. DBB_HTC  [I love "東方不死鳥"]    [DIBEIBAO(GUOBIN)@Taiwan@海外] Score: 1088134407 
859. Astral  [Z神]    [タイトーステーション大須店@愛知県@東海] Score: 1087593960 
860. WhiteLen  [ペガサス]    [東京レジャーランド秋葉原店@東京都@関東] Score: 1087521193 
861. KEISUKE  [グルーヴ皆伝]    [名古屋レジャーランドささしま店@愛知県@東海] Score: 1087392566 
862. AGNES+Y  [全知全能の王]    [SUPER KING GAME CENTRE@Hong Kong@海外] Score: 1087334146 
863. Yuki  [死欲の半霊]    [アミパラテクノランド店@岡山県@中国] Score: 1085763995 
864. shu  [ニンジャヘッズ]    [新宿プレイランドカーニバル@東京都@関東] Score: 1085249565 
865. shimochi  [MNKGod]    [ＡＭパーク　ネバーランド２@神奈川県@関東] Score: 1084995776 
866. ZARRY  [神霊「夢想封印 瞬」]    [プラサカプコン新居浜店@愛媛県@四国] Score: 1084394962 
867. URX-OD.Z  [旅人]    [タイトーステーション立川北口店@東京都@関東] Score: 1084228189 
868. Ta@-KO  [Ｓ＋級ラーメン]    [セガ竹の塚@東京都@関東] Score: 1083113243 
869. himiya  [ゴーゴー神]    [タイトーステーション仙台名掛丁@宮城県@東北] Score: 1082051660 
870. TATAZUN  [山口勢]    [ｎａｍｃｏフジグラン宇部店@山口県@中国] Score: 1081025008 
871. Kaonori  [アバターマニア]    [ラウンドワン堺中央環状店@大阪府@近畿] Score: 1080439386 
872. NAYU  [TANO*C GOD]    [タイトーステーション船橋店@千葉県@関東] Score: 1079870206 
873. today  [宮城勢]    [ムトス相模原店@神奈川県@関東] Score: 1079418879 
874. #bu  [初PERFECT]    [アミューズメントエース津田沼店@千葉県@関東] Score: 1079298487 
875. NANAMI  [I love "The world of spirit"]    [ラウンドワン高知店@高知県@四国] Score: 1078776978 
876. O8G!?  [わわわわーにん！]    [ディノスパーク帯広店@北海道@北海道] Score: 1078063451 
877. Karen  [railgun god]    [ＣＬＵＢＳＥＧＡ春日井@愛知県@東海] Score: 1077627650 
878. fk  [村人A]    [タイトー横浜西口五番街店@神奈川県@関東] Score: 1076533892 
879. MEIRA  [ペガサス]    [アドアーズ藤沢北口@神奈川県@関東] Score: 1075947600 
880. NEIL  [初代☆]    [GAMEZONE(MONG KOK)_h@Hong Kong@海外] Score: 1074736794 
881. K@NiDON  [WARNING!!]    [タイトー新宿南口ゲームワールド@東京都@関東] Score: 1074362611 
882. (ELSIE)  [チキンライス]    [ラウンドワン大宮店@埼玉県@関東] Score: 1074264522 
883. AREKU.F  [GREAT]    [立川ゲームオスロー第５店@東京都@関東] Score: 1073000000 
884. gatta  [小さな百鬼夜行]    [ラウンドワン新潟店@新潟県@信越] Score: 1071839360 
885. Ciel  [幸福理論大王]    [セガ東京ドームシティ@東京都@関東] Score: 1071154081 
886. PON-05  [LINK FEVER]    [ジョイランド　アミューズ諏訪@静岡県@東海] Score: 1070715114 
887. ACHAKURA  [サドマミマスター]    [ソユーゲームフィールド堺鉄砲町@大阪府@近畿] Score: 1070517764 
888. FUKUOKA3  [北海道勢]    [セガ我孫子@千葉県@関東] Score: 1070251002 
889. Nonnnn**  [うー！がぉー！]    [ESLITE WUCHANG@Taiwan@海外] Score: 1069991286 
890. Lexia.  [ワーウルフ]    [セガワールドサントムーン@静岡県@東海] Score: 1069865001 
891. Kevin  [I love "蒼空に舞え、墨染の桜"]    [TOM'S(TAIPEI JINWANNIAN)@Taiwan@海外] Score: 1069395375 
892. teiramic  [Kick It Out Master]    [ラッキー中央店フェリシダ@千葉県@関東] Score: 1069353585 
893. MoyaC.  [とんすひ勢]    [ギャラクシーゲート函館@北海道@北海道] Score: 1069268399 
894. RYOUKI  [GOD]    [ｙｏｕ　ｍｅ　ＣＩＲＣＵＳ@島根県@中国] Score: 1068295132 
895. TAKANASI  [真・百億段]    [ラウンドワン佐賀店@佐賀県@九州] Score: 1067720921 
896. Kouhei  [Good Night, Bad King.]    [ビルボードプレイスＧＣ@新潟県@信越] Score: 1067480775 
897. JIS  [悪ノ女王]    [セガ小名浜@福島県@東北] Score: 1067387729 
898. 6DammK9  [第五ノ封印ヲ解放セシ者]    [HOLLYWOOD GAME ZONE@Hong Kong@海外] Score: 1067359390 
899. AKATUKI  [「『友達』になろう。」]    [セガ東京ドームシティ@東京都@関東] Score: 1066661414 
900. tinrtgu  [絶望]    [TOM'S WORLD(MING YAO)@Taiwan@海外] Score: 1065425281 
********************************************************************************************
901. SYUSYOU  [Oh! Jesus!]    [セガ金山@愛知県@東海] Score: 1065211664 
902. Tyrfing  [たのしー！]    [ラウンドワン池袋店@東京都@関東] Score: 1064908162 
903. Kanon  [「幼女の世界」]    [タイトー海老名ビナウォーク店@神奈川県@関東] Score: 1064770950 
904. Snail  [キャッチ・ザ・ハート]    [ピンクパンサー那珂店@茨城県@関東] Score: 1064706789 
905. Y.  [Get down everybody!]    [タイトーＦステーション燕三条店@新潟県@信越] Score: 1064662831 
906. Hamilton  [ドーモ、グルーヴァー=サン…]    [セガ新三国アルゴ７@大阪府@近畿] Score: 1063974298 
907. 8thSHUHO  [神奈川勢]    [トヤマ　レジャーランド　呉羽店@富山県@北陸] Score: 1063898974 
908. YU-KYAN  [帝]    [セガ代々木@東京都@関東] Score: 1063851621 
909. KANO_8  [Ｓ＋級キャンディー]    [タイトーステーション立川北口店@東京都@関東] Score: 1063593406 
910. MODOKI  [DOTTED GOD]    [ROUND1(PUENTE HILLS)@America@海外] Score: 1063453592 
911. SUTORES*  [東方六楽抄]    [セガワールド草津@滋賀県@近畿] Score: 1063234390 
912. IM  [I love "Gluttony Fang"]    [ゲームプラザセントラル浦安店@千葉県@関東] Score: 1062371663 
913. (>w<)/  [V.I.P神]    [サードプラネットＢ京都二条店@京都府@近畿] Score: 1060192226 
914. exit.  [踊ってみたら七変化！]    [福井レジャーランド板垣店@福井県@北陸] Score: 1060141878 
915. TAKE-W.O  [キャッチ・ザ・ハート]    [タイトー溝の口２号店@神奈川県@関東] Score: 1059811282 
916. JLCExCBY  [星霜鋼機]    [AMAZONE(ARTHA GADING)@Indonesia@海外] Score: 1059481072 
917. muku  [たのしー！]    [ｎａｍｃｏ博多バスターミナル店@福岡県@九州] Score: 1059405379 
918. DJGEN115  [ベテラン]    [タイトーステーション大須店@愛知県@東海] Score: 1059145687 
919. Rotter.  [God hive of Ra]    [タイトーステーション立川北口店@東京都@関東] Score: 1058768751 
920. Naru  [毘沙門天の弟子]    [ＧＡＭＥ　ＣＥＮＴＥＲアクア店@滋賀県@近畿] Score: 1058486335 
921. ZOMBIE  [小槌「お前が大きくなあれ」]    [ゲームスポットＳＰＥＥＤ@山口県@中国] Score: 1058324911 
922. N@  [I love "東方音銃夢"]    [プレイロットジョイ@東京都@関東] Score: 1058254397 
923. Alice?  [I love "Dreamer"]    [ナムコランド　イーアスつくば店@茨城県@関東] Score: 1056693364 
924. DJ.NEPU  [わわわわーにん！]    [四日市アミューズメントパーク@三重県@東海] Score: 1056581053 
925. Oriens  [God's Blood]    [キャッツアイ麻生店@北海道@北海道] Score: 1056286952 
926. Jibri-l*  [全知全能の神]    [キャッツアイ麻生店@北海道@北海道] Score: 1056216824 
927. HEI.  [W.W.G]    [SUPER KING GAME CENTRE@Hong Kong@海外] Score: 1055126941 
928. Blanc-HD  [HARDCORE SYNDROME]    [VIRTUALAND(NEX)@Singapore@海外] Score: 1055072009 
929. NECO33  [「幼女の世界」]    [ラウンドワン市原店@千葉県@関東] Score: 1053722824 
930. KAS  [GAME MUSIC TRIANGLER]    [ｎａｍｃｏフジグラン宇部店@山口県@中国] Score: 1052734567 
931. skkn  [わわわわーにん！]    [タイトーステーション秋葉原店@東京都@関東] Score: 1052495624 
932. DDR!?  [Sampling Masters]    [ドリームファクトリーいわき店@福島県@東北] Score: 1051987082 
933. syatiku  [ルーキー]    [セガワールド大森@東京都@関東] Score: 1050864834 
934. m_noburi  [お断ユメちゃん！]    [名古屋レジャーランド　内田橋店@愛知県@東海] Score: 1049732613 
935. SYAGE  [どんつくどんつくどんつくどんつく]    [コムテックスクウェア@愛知県@東海] Score: 1049180474 
936. Coinst  [栃木勢]    [サードプラネットＢｉＶｉ沼津店@静岡県@東海] Score: 1048100457 
937. OIMO  [金色の異端児]    [セガ竹の塚@東京都@関東] Score: 1047076359 
938. 0  [キャッチ・ザ・ハート]    [ソユーゲームフィールド御所野店@秋田県@東北] Score: 1046599133 
939. juno  [Halcyon King]    [タイトーステーション秋葉原店@東京都@関東] Score: 1046512521 
940. Re-BLACK  [GROOVER]    [タイトーステーション秋葉原店@東京都@関東] Score: 1046408157 
941. A-Y.s9  [カノン ゴッド]    [ｎａｍｃｏ梅田店@大阪府@近畿] Score: 1046090986 
942. Tutinoko  [薬符「壺中の大銀河」]    [タイトーステーション所沢店@埼玉県@関東] Score: 1044352182 
943. SAKI  [神霊「夢想封印 瞬」]    [TOM'S WORLD(MING YAO)@Taiwan@海外] Score: 1043957035 
944. ANPANMAN  [Ｓ＋級パン]    [セガワールド入間@埼玉県@関東] Score: 1043788038 
945. AIRIN  [封印された大魔法使い]    [ｎａｍｃｏ三宮店@兵庫県@近畿] Score: 1043785634 
946. subtle_k  [トキノワ マスター]    [タイトーステーション池袋西口店@東京都@関東] Score: 1042966137 
947. Madras  [GROOVER]    [セガワールド布施@大阪府@近畿] Score: 1042488529 
948. MinT  [I love t+pazolite]    [アミパラここじゃ@広島県@中国] Score: 1040977687 
949. Al  [裏表大王]    [名古屋レジャーランド大高店@愛知県@東海] Score: 1040751309 
950. FeAffAld  [I love "Sign of "10.5km""]    [Ｈｅｙ@東京都@関東] Score: 1040643211 
951. ALPATROS  [行脚神]    [プラサカプコン横須賀店@神奈川県@関東] Score: 1040537509 
952. Kaze!?  [清らかな女神]    [ＣＬＵＢＳＥＧＡ藤井寺@大阪府@近畿] Score: 1040055866 
953. SRH  [I love "議論 -HEAT UP-"]    [TOM'S(KAOHSIUNG LIUHE)@Taiwan@海外] Score: 1040020201 
954. tender  [神霊「夢想封印 瞬」]    [DIBEIBAO(GUOBIN)@Taiwan@海外] Score: 1038178247 
955. TeRA  [31337神]    [ホムスタ　玉津店@兵庫県@近畿] Score: 1037527119 
956. BOX  [紅蓮の子ら]    [タイトーステーション福岡天神店@福岡県@九州] Score: 1037366003 
957. COASTER  [初代スコアタ騎士]    [TOM'S WORLD(HUALIEN E33)@Taiwan@海外] Score: 1035527920 
958. YAYOI  [長崎勢]    [タイトーステーション福岡天神店@福岡県@九州] Score: 1035309058 
959. KA-NI-EX  [TANO*C GOD]    [テクモピア南越谷店@埼玉県@関東] Score: 1035210665 
960. Zombie  [ハイテンションA-POPガール]    [タイトー札幌狸小路２丁目店@北海道@北海道] Score: 1034601509 
961. *KOYUKI*  [駆け出し]    [タイトーステーション和光店@埼玉県@関東] Score: 1033776515 
962. KaraKure  [散楽祭大王]    [セガ今市@栃木県@関東] Score: 1032230032 
963. TK  [GROOVER]    [ＣＬＵＢＳＥＧＡ名古屋伏見@愛知県@東海] Score: 1031923783 
964. *P*R*P*  [がんばユメちゃん]    [タイトー横浜西口五番街店@神奈川県@関東] Score: 1031587252 
965. Haruka  [ROCK FIST]    [ゲームランド松山@長崎県@九州] Score: 1031468700 
966. KECAK.  [I love "Dreamer"]    [セガ新三国アルゴ７@大阪府@近畿] Score: 1030686326 
967. moroko@@  [メイド秘技「殺人ドール」]    [TOM'S(TAIPEI JINWANNIAN)@Taiwan@海外] Score: 1030438836 
968. Elluna  [IRON FOSSIL]    [タイトー横浜西口五番街店@神奈川県@関東] Score: 1030417152 
969. TOMOYA  [サドマミゴッド]    [エムエムランド@東京都@関東] Score: 1028730012 
970. URS  [メイド秘技「殺人ドール」]    [プラサカプコン新居浜店@愛媛県@四国] Score: 1028539005 
971. C*Crow:S  [息吹神]    [セガ岡崎@愛知県@東海] Score: 1028467119 
972. Goo.  [中級者]    [タイトーステーション上野アメ横@東京都@関東] Score: 1028093723 
973. UNADON  [練習中]    [アピナ太田店@群馬県@関東] Score: 1027970088 
974. CELICA.  [わわわわーにん！]    [タイトー　オリナス錦糸町店@東京都@関東] Score: 1027927103 
975. A-CID  [スターミュージシャン]    [プラボ小樽店@北海道@北海道] Score: 1027692756 
976. se@3156  [Linghtning god]    [ｎａｍｃｏ博多バスターミナル店@福岡県@九州] Score: 1027613764 
977. DA_FU  [TGM大王]    [ＡＧスクエア岡谷@長野県@信越] Score: 1027369426 
978. H1R0*CKP  [真・四級]    [スターダスト@岡山県@中国] Score: 1026943245 
979. Iris*HNY  [最速最高神]    [セガワールド上小田井@愛知県@東海] Score: 1024877310 
980. MINT  [BIG SLOPE]    [小牧メトロポリス@愛知県@東海] Score: 1024863506 
981. Rezy#  [碧の魔道書]    [ラウンドワン枚方店@大阪府@近畿] Score: 1024033137 
982. Mr.Akva  [すっごーい！]    [タイトーあべのアポロ店@大阪府@近畿] Score: 1023868003 
983. Seiryuu  [熱かい悩む神の火]    [アドアーズ船橋@千葉県@関東] Score: 1022928023 
984. AAA_UDK  [地獄の輪禍]    [タイトーステーション池袋西口店@東京都@関東] Score: 1022897981 
985. Hydrogen  [Ｓ級幼稚園児]    [プレイロットジョイ@東京都@関東] Score: 1022472715 
986. HolyCrap  [世界の傍観者]    [ソニックビーム松戸店@千葉県@関東] Score: 1022128542 
987. ORANGESU  [重低音モンスター]    [タイトー溝の口２号店@神奈川県@関東] Score: 1021747333 
988. Yorda  [第五ノ封印ヲ解放セシ者]    [DIBEIBAO(GUOBIN)@Taiwan@海外] Score: 1021715609 
989. KALNA  [閃光の舞姫]    [セガワールド福島@福島県@東北] Score: 1021680046 
990. Ratikal  [VKL5.03]    [ROUND1(SILVER CITY GALLERIA)@America@海外] Score: 1021218329 
991. Jackall  [I LOVE 初音ミク]    [COBAY FUN SCAPE@PYRAMID@Malaysia@海外] Score: 1021165189 
992. SIGNAL  [Good Night, Bad King.]    [ｎａｍｃｏ熊谷店@埼玉県@関東] Score: 1020328972 
993. AxExUxG  [初代SS CLASS]    [タイトーステーション所沢店@埼玉県@関東] Score: 1019594989 
994. RAK  [光の橋を架けて]    [セガ秋葉原１号館@東京都@関東] Score: 1019075580 
995. Cirno  [湖の氷精]    [テクモピア向ヶ丘遊園店@神奈川県@関東] Score: 1018861982 
996. Bump  [サドマミゴッド]    [キャッツアイ篠路店@北海道@北海道] Score: 1017670352 
997. S.SUZUCA  [DARK HELIOS]    [ラウンドワン八王子店@東京都@関東] Score: 1017352982 
998. Pass  [とり天]    [ハイパーメッセ@福岡県@九州] Score: 1017041017 
999. Rk*2B!_K  [God knows...]    [セガ明石@兵庫県@近畿] Score: 1016793102 
1000. TERUMI_K  [変なTシャツ女王]    [ｎａｍｃｏ三宮店@兵庫県@近畿] Score: 1016601932 
********************************************************************************************
